timestamp,is_peak,import_rate,export_rate,baseline_import_kwh,baseline_cost,solar_only_import_kwh,solar_only_export_kwh,solar_only_net_kwh,solar_only_import_cost,solar_only_export_cost,solar_only_net_cost,battery_only_import_kwh,battery_only_import_cost,solar_battery_import_kwh,solar_battery_export_kwh,solar_battery_net_kwh,solar_battery_import_cost,solar_battery_export_cost,solar_battery_net_cost
2025-01-07 05:00:00,False,0.138,0.06,3.637,0.5019,3.637,0.0,3.637,0.5019,0.0,0.5019,3.637,0.5019,3.661,0.0,3.661,0.5052,0.0,0.5052
2025-01-07 06:00:00,False,0.138,0.06,3.679,0.5077,3.679,0.0,3.679,0.5077,0.0,0.5077,3.679,0.5077,3.691,0.0,3.691,0.5094,0.0,0.5094
2025-01-07 07:00:00,False,0.138,0.06,4.207,0.5806,4.123,0.0,4.123,0.569,0.0,0.569,4.207,0.5806,4.273,0.0,4.273,0.5897,0.0,0.5897
2025-01-07 08:00:00,False,0.138,0.06,3.858,0.5324,3.248,0.0,3.248,0.4482,0.0,0.4482,3.858,0.5324,4.414,0.0,4.414,0.6091,0.0,0.6091
2025-01-07 09:00:00,False,0.138,0.06,2.142,0.2956,0.725,0.0,0.725,0.1,0.0,0.1,2.142,0.2956,3.469,0.0,3.469,0.4787,0.0,0.4787
2025-01-07 10:00:00,False,0.138,0.06,1.724,0.2379,0.0,0.588,-0.588,0.0,0.0353,-0.0353,1.724,0.2379,3.266,0.0,3.266,0.4507,0.0,0.4507
2025-01-07 11:00:00,False,0.138,0.06,1.113,0.1536,0.0,1.808,-1.808,0.0,0.1085,-0.1085,1.113,0.1536,2.196,0.0,2.196,0.303,0.0,0.303
2025-01-07 12:00:00,False,0.138,0.06,2.566,0.3541,0.0,0.445,-0.445,0.0,0.0267,-0.0267,2.566,0.3541,3.493,0.0,3.493,0.482,0.0,0.482
2025-01-07 13:00:00,False,0.138,0.06,3.356,0.4631,1.148,0.0,1.148,0.1584,0.0,0.1584,3.356,0.4631,4.752,0.0,4.752,0.6558,0.0,0.6558
2025-01-07 14:00:00,False,0.138,0.06,2.136,0.2948,1.432,0.0,1.432,0.1976,0.0,0.1976,2.136,0.2948,2.866,0.0,2.866,0.3955,0.0,0.3955
2025-01-07 15:00:00,False,0.138,0.06,2.658,0.3668,2.126,0.0,2.126,0.2934,0.0,0.2934,2.658,0.3668,3.408,0.0,3.408,0.4703,0.0,0.4703
2025-01-07 16:00:00,True,0.32,0.24,2.559,0.8189,2.507,0.0,2.507,0.8022,0.0,0.8022,0.025,0.008,0.024,0.049,-0.025,0.0077,0.0118,-0.0041
2025-01-07 17:00:00,True,0.32,0.24,2.42,0.7744,2.42,0.0,2.42,0.7744,0.0,0.7744,0.008,0.0026,0.011,0.003,0.008,0.0035,0.0007,0.0028
2025-01-07 18:00:00,True,0.32,0.24,2.449,0.7837,2.449,0.0,2.449,0.7837,0.0,0.7837,0.055,0.0176,0.056,0.001,0.055,0.0179,0.0002,0.0177
2025-01-07 19:00:00,True,0.32,0.24,3.86,1.2352,3.86,0.0,3.86,1.2352,0.0,1.2352,3.807,1.2182,3.825,0.0,3.825,1.224,0.0,1.224
2025-01-07 20:00:00,False,0.138,0.06,3.322,0.4584,3.322,0.0,3.322,0.4584,0.0,0.4584,3.322,0.4584,3.324,0.0,3.324,0.4587,0.0,0.4587
2025-01-07 21:00:00,False,0.138,0.06,3.882,0.5357,3.882,0.0,3.882,0.5357,0.0,0.5357,3.882,0.5357,3.884,0.0,3.884,0.536,0.0,0.536
2025-01-07 22:00:00,False,0.138,0.06,1.863,0.2571,1.863,0.0,1.863,0.2571,0.0,0.2571,1.863,0.2571,1.863,0.0,1.863,0.2571,0.0,0.2571
2025-01-07 23:00:00,False,0.138,0.06,2.977,0.4108,2.977,0.0,2.977,0.4108,0.0,0.4108,2.977,0.4108,2.977,0.0,2.977,0.4108,0.0,0.4108
2025-01-08 00:00:00,False,0.138,0.06,2.769,0.3821,2.769,0.0,2.769,0.3821,0.0,0.3821,14.84,2.0479,2.781,0.0,2.781,0.3838,0.0,0.3838
2025-01-08 01:00:00,False,0.138,0.06,2.88,0.3974,2.88,0.0,2.88,0.3974,0.0,0.3974,2.88,0.3974,2.896,0.0,2.896,0.3996,0.0,0.3996
2025-01-08 02:00:00,False,0.138,0.06,2.847,0.3929,2.847,0.0,2.847,0.3929,0.0,0.3929,2.847,0.3929,2.863,0.0,2.863,0.3951,0.0,0.3951
2025-01-08 03:00:00,False,0.138,0.06,2.779,0.3835,2.779,0.0,2.779,0.3835,0.0,0.3835,2.779,0.3835,2.807,0.0,2.807,0.3874,0.0,0.3874
2025-01-08 04:00:00,False,0.138,0.06,3.01,0.4154,3.01,0.0,3.01,0.4154,0.0,0.4154,3.01,0.4154,3.032,0.0,3.032,0.4184,0.0,0.4184
2025-01-08 05:00:00,False,0.138,0.06,2.68,0.3698,2.68,0.0,2.68,0.3698,0.0,0.3698,2.68,0.3698,2.702,0.0,2.702,0.3729,0.0,0.3729
2025-01-08 06:00:00,False,0.138,0.06,3.51,0.4844,3.51,0.0,3.51,0.4844,0.0,0.4844,3.51,0.4844,3.522,0.0,3.522,0.486,0.0,0.486
2025-01-08 07:00:00,False,0.138,0.06,3.801,0.5245,3.718,0.0,3.718,0.5131,0.0,0.5131,3.801,0.5245,3.856,0.0,3.856,0.5321,0.0,0.5321
2025-01-08 08:00:00,False,0.138,0.06,3.407,0.4702,2.98,0.0,2.98,0.4112,0.0,0.4112,3.407,0.4702,3.784,0.0,3.784,0.5222,0.0,0.5222
2025-01-08 09:00:00,False,0.138,0.06,2.035,0.2808,0.571,0.0,0.571,0.0788,0.0,0.0788,2.035,0.2808,3.445,0.0,3.445,0.4754,0.0,0.4754
2025-01-08 10:00:00,False,0.138,0.06,3.217,0.4439,0.464,0.0,0.464,0.064,0.0,0.064,3.217,0.4439,4.8,0.0,4.8,0.6624,0.0,0.6624
2025-01-08 11:00:00,False,0.138,0.06,0.998,0.1377,0.0,2.532,-2.532,0.0,0.1519,-0.1519,0.998,0.1377,1.822,0.0,1.822,0.2514,0.0,0.2514
2025-01-08 12:00:00,False,0.138,0.06,0.832,0.1148,0.0,2.663,-2.663,0.0,0.1598,-0.1598,0.832,0.1148,1.593,0.0,1.593,0.2198,0.0,0.2198
2025-01-08 13:00:00,False,0.138,0.06,1.021,0.1409,0.0,1.293,-1.293,0.0,0.0776,-0.0776,1.021,0.1409,2.405,0.0,2.405,0.3319,0.0,0.3319
2025-01-08 14:00:00,False,0.138,0.06,2.102,0.2901,1.41,0.0,1.41,0.1946,0.0,0.1946,2.102,0.2901,2.806,0.0,2.806,0.3872,0.0,0.3872
2025-01-08 15:00:00,False,0.138,0.06,2.147,0.2963,1.734,0.0,1.734,0.2393,0.0,0.2393,2.147,0.2963,3.36,0.0,3.36,0.4637,0.0,0.4637
2025-01-08 16:00:00,True,0.32,0.24,3.067,0.9814,3.018,0.0,3.018,0.9658,0.0,0.9658,0.469,0.1501,0.577,0.009,0.568,0.1846,0.0022,0.1824
2025-01-08 17:00:00,True,0.32,0.24,3.166,1.0131,3.166,0.0,3.166,1.0131,0.0,1.0131,0.021,0.0067,0.022,0.001,0.021,0.007,0.0002,0.0068
2025-01-08 18:00:00,True,0.32,0.24,3.178,1.017,3.178,0.0,3.178,1.017,0.0,1.017,0.022,0.007,0.023,0.001,0.022,0.0074,0.0002,0.0072
2025-01-08 19:00:00,True,0.32,0.24,3.588,1.1482,3.588,0.0,3.588,1.1482,0.0,1.1482,2.386,0.7635,2.4,0.0,2.4,0.768,0.0,0.768
2025-01-08 20:00:00,False,0.138,0.06,3.439,0.4746,3.439,0.0,3.439,0.4746,0.0,0.4746,3.439,0.4746,3.441,0.0,3.441,0.4749,0.0,0.4749
2025-01-08 21:00:00,False,0.138,0.06,4.348,0.6,4.348,0.0,4.348,0.6,0.0,0.6,4.348,0.6,4.352,0.0,4.352,0.6006,0.0,0.6006
2025-01-08 22:00:00,False,0.138,0.06,1.96,0.2705,1.96,0.0,1.96,0.2705,0.0,0.2705,1.96,0.2705,2.19,0.0,2.19,0.3022,0.0,0.3022
2025-01-08 23:00:00,False,0.138,0.06,2.938,0.4054,2.938,0.0,2.938,0.4054,0.0,0.4054,2.938,0.4054,3.072,0.0,3.072,0.4239,0.0,0.4239
2025-01-09 00:00:00,False,0.138,0.06,2.791,0.3852,2.791,0.0,2.791,0.3852,0.0,0.3852,16.78,2.3156,3.083,0.0,3.083,0.4255,0.0,0.4255
2025-01-09 01:00:00,False,0.138,0.06,2.977,0.4108,2.977,0.0,2.977,0.4108,0.0,0.4108,2.977,0.4108,3.125,0.0,3.125,0.4312,0.0,0.4312
2025-01-09 02:00:00,False,0.138,0.06,2.039,0.2814,2.039,0.0,2.039,0.2814,0.0,0.2814,2.039,0.2814,4.333,0.0,4.333,0.598,0.0,0.598
2025-01-09 03:00:00,False,0.138,0.06,0.471,0.065,0.471,0.0,0.471,0.065,0.0,0.065,0.471,0.065,4.917,0.0,4.917,0.6785,0.0,0.6785
2025-01-09 04:00:00,False,0.138,0.06,0.797,0.11,0.797,0.0,0.797,0.11,0.0,0.11,0.797,0.11,5.265,0.0,5.265,0.7266,0.0,0.7266
2025-01-09 05:00:00,False,0.138,0.06,0.995,0.1373,0.995,0.0,0.995,0.1373,0.0,0.1373,0.995,0.1373,5.453,0.0,5.453,0.7525,0.0,0.7525
2025-01-09 06:00:00,False,0.138,0.06,1.213,0.1674,1.213,0.0,1.213,0.1674,0.0,0.1674,1.213,0.1674,5.459,0.0,5.459,0.7533,0.0,0.7533
2025-01-09 07:00:00,False,0.138,0.06,2.301,0.3175,2.238,0.0,2.238,0.3088,0.0,0.3088,2.301,0.3175,5.702,0.0,5.702,0.7869,0.0,0.7869
2025-01-09 08:00:00,False,0.138,0.06,2.966,0.4093,2.417,0.0,2.417,0.3335,0.0,0.3335,2.966,0.4093,4.485,0.0,4.485,0.6189,0.0,0.6189
2025-01-09 09:00:00,False,0.138,0.06,3.221,0.4445,1.928,0.0,1.928,0.2661,0.0,0.2661,3.221,0.4445,2.534,0.0,2.534,0.3497,0.0,0.3497
2025-01-09 10:00:00,False,0.138,0.06,3.052,0.4212,0.764,0.0,0.764,0.1054,0.0,0.1054,3.052,0.4212,0.862,0.0,0.862,0.119,0.0,0.119
2025-01-09 11:00:00,False,0.138,0.06,3.311,0.4569,1.324,0.0,1.324,0.1827,0.0,0.1827,3.311,0.4569,1.52,0.0,1.52,0.2098,0.0,0.2098
2025-01-09 12:00:00,False,0.138,0.06,4.125,0.5692,1.443,0.0,1.443,0.1991,0.0,0.1991,4.125,0.5692,1.661,0.0,1.661,0.2292,0.0,0.2292
2025-01-09 13:00:00,False,0.138,0.06,3.426,0.4728,1.314,0.0,1.314,0.1813,0.0,0.1813,3.426,0.4728,1.498,0.0,1.498,0.2067,0.0,0.2067
2025-01-09 14:00:00,False,0.138,0.06,3.315,0.4575,2.523,0.0,2.523,0.3482,0.0,0.3482,3.315,0.4575,2.667,0.0,2.667,0.368,0.0,0.368
2025-01-09 15:00:00,False,0.138,0.06,2.942,0.406,2.581,0.0,2.581,0.3562,0.0,0.3562,2.942,0.406,2.775,0.0,2.775,0.383,0.0,0.383
2025-01-09 16:00:00,True,0.32,0.24,2.891,0.9251,2.866,0.0,2.866,0.9171,0.0,0.9171,0.292,0.0934,0.287,0.0,0.287,0.0918,0.0,0.0918
2025-01-09 17:00:00,True,0.32,0.24,3.097,0.991,3.097,0.0,3.097,0.991,0.0,0.991,0.016,0.0051,0.016,0.0,0.016,0.0051,0.0,0.0051
2025-01-09 18:00:00,True,0.32,0.24,3.28,1.0496,3.28,0.0,3.28,1.0496,0.0,1.0496,0.02,0.0064,0.02,0.0,0.02,0.0064,0.0,0.0064
2025-01-09 19:00:00,True,0.32,0.24,3.12,0.9984,3.12,0.0,3.12,0.9984,0.0,0.9984,1.724,0.5517,1.742,0.0,1.742,0.5574,0.0,0.5574
2025-01-09 20:00:00,False,0.138,0.06,3.244,0.4477,3.244,0.0,3.244,0.4477,0.0,0.4477,3.244,0.4477,3.246,0.0,3.246,0.4479,0.0,0.4479
2025-01-09 21:00:00,False,0.138,0.06,3.311,0.4569,3.311,0.0,3.311,0.4569,0.0,0.4569,3.311,0.4569,3.311,0.0,3.311,0.4569,0.0,0.4569
2025-01-09 22:00:00,False,0.138,0.06,2.741,0.3783,2.741,0.0,2.741,0.3783,0.0,0.3783,2.741,0.3783,2.975,0.0,2.975,0.4106,0.0,0.4106
2025-01-09 23:00:00,False,0.138,0.06,3.306,0.4562,3.306,0.0,3.306,0.4562,0.0,0.4562,3.306,0.4562,3.486,0.0,3.486,0.4811,0.0,0.4811
2025-01-10 00:00:00,False,0.138,0.06,2.667,0.368,2.667,0.0,2.667,0.368,0.0,0.368,16.711,2.3061,2.879,0.0,2.879,0.3973,0.0,0.3973
2025-01-10 01:00:00,False,0.138,0.06,2.575,0.3554,2.575,0.0,2.575,0.3554,0.0,0.3554,2.575,0.3554,2.843,0.0,2.843,0.3923,0.0,0.3923
2025-01-10 02:00:00,False,0.138,0.06,2.677,0.3694,2.677,0.0,2.677,0.3694,0.0,0.3694,2.677,0.3694,3.013,0.0,3.013,0.4158,0.0,0.4158
2025-01-10 03:00:00,False,0.138,0.06,2.549,0.3518,2.549,0.0,2.549,0.3518,0.0,0.3518,2.549,0.3518,2.693,0.0,2.693,0.3716,0.0,0.3716
2025-01-10 04:00:00,False,0.138,0.06,2.508,0.3461,2.508,0.0,2.508,0.3461,0.0,0.3461,2.508,0.3461,2.716,0.0,2.716,0.3748,0.0,0.3748
2025-01-10 05:00:00,False,0.138,0.06,2.731,0.3769,2.731,0.0,2.731,0.3769,0.0,0.3769,2.731,0.3769,2.891,0.0,2.891,0.399,0.0,0.399
2025-01-10 06:00:00,False,0.138,0.06,2.894,0.3994,2.894,0.0,2.894,0.3994,0.0,0.3994,2.894,0.3994,3.154,0.0,3.154,0.4353,0.0,0.4353
2025-01-10 07:00:00,False,0.138,0.06,3.588,0.4951,3.497,0.0,3.497,0.4826,0.0,0.4826,3.588,0.4951,3.787,0.0,3.787,0.5226,0.0,0.5226
2025-01-10 08:00:00,False,0.138,0.06,3.147,0.4343,2.724,0.0,2.724,0.3759,0.0,0.3759,3.147,0.4343,3.552,0.0,3.552,0.4902,0.0,0.4902
2025-01-10 09:00:00,False,0.138,0.06,1.462,0.2018,0.026,0.0,0.026,0.0036,0.0,0.0036,1.462,0.2018,2.842,0.0,2.842,0.3922,0.0,0.3922
2025-01-10 10:00:00,False,0.138,0.06,2.289,0.3159,0.0,0.43,-0.43,0.0,0.0258,-0.0258,2.289,0.3159,3.976,0.0,3.976,0.5487,0.0,0.5487
2025-01-10 11:00:00,False,0.138,0.06,0.844,0.1165,0.0,2.664,-2.664,0.0,0.1598,-0.1598,0.844,0.1165,3.148,0.0,3.148,0.4344,0.0,0.4344
2025-01-10 12:00:00,False,0.138,0.06,1.854,0.2559,0.0,1.631,-1.631,0.0,0.0979,-0.0979,1.854,0.2559,5.051,0.0,5.051,0.697,0.0,0.697
2025-01-10 13:00:00,False,0.138,0.06,0.0,0.0,0.0,2.387,-2.387,0.0,0.1432,-0.1432,0.0,0.0,1.726,0.0,1.726,0.2382,0.0,0.2382
2025-01-10 14:00:00,False,0.138,0.06,1.607,0.2218,0.938,0.0,0.938,0.1294,0.0,0.1294,1.607,0.2218,1.428,0.0,1.428,0.1971,0.0,0.1971
2025-01-10 15:00:00,False,0.138,0.06,1.445,0.1994,1.154,0.0,1.154,0.1593,0.0,0.1593,1.445,0.1994,1.382,0.0,1.382,0.1907,0.0,0.1907
2025-01-10 16:00:00,True,0.32,0.24,1.58,0.5056,1.548,0.0,1.548,0.4954,0.0,0.4954,0.039,0.0125,0.013,0.006,0.007,0.0042,0.0014,0.0028
2025-01-10 17:00:00,True,0.32,0.24,1.945,0.6224,1.945,0.0,1.945,0.6224,0.0,0.6224,0.017,0.0054,0.019,0.002,0.017,0.0061,0.0005,0.0056
2025-01-10 18:00:00,True,0.32,0.24,2.274,0.7277,2.274,0.0,2.274,0.7277,0.0,0.7277,0.025,0.008,0.025,0.0,0.025,0.008,0.0,0.008
2025-01-10 19:00:00,True,0.32,0.24,2.315,0.7408,2.315,0.0,2.315,0.7408,0.0,0.7408,0.031,0.0099,0.031,0.0,0.031,0.0099,0.0,0.0099
2025-01-10 20:00:00,False,0.138,0.06,3.161,0.4362,3.161,0.0,3.161,0.4362,0.0,0.4362,3.109,0.429,3.169,0.0,3.169,0.4373,0.0,0.4373
2025-01-10 21:00:00,False,0.138,0.06,2.796,0.3858,2.796,0.0,2.796,0.3858,0.0,0.3858,2.796,0.3858,2.804,0.0,2.804,0.387,0.0,0.387
2025-01-10 22:00:00,False,0.138,0.06,1.726,0.2382,1.726,0.0,1.726,0.2382,0.0,0.2382,1.726,0.2382,1.73,0.0,1.73,0.2387,0.0,0.2387
2025-01-10 23:00:00,False,0.138,0.06,1.722,0.2376,1.722,0.0,1.722,0.2376,0.0,0.2376,1.722,0.2376,1.726,0.0,1.726,0.2382,0.0,0.2382
2025-01-11 00:00:00,False,0.138,0.06,2.232,0.308,2.232,0.0,2.232,0.308,0.0,0.308,6.012,0.8297,2.24,0.0,2.24,0.3091,0.0,0.3091
2025-01-11 01:00:00,False,0.138,0.06,2.44,0.3367,2.44,0.0,2.44,0.3367,0.0,0.3367,2.44,0.3367,2.456,0.0,2.456,0.3389,0.0,0.3389
2025-01-11 02:00:00,False,0.138,0.06,2.55,0.3519,2.55,0.0,2.55,0.3519,0.0,0.3519,2.55,0.3519,2.562,0.0,2.562,0.3536,0.0,0.3536
2025-01-11 03:00:00,False,0.138,0.06,2.377,0.328,2.377,0.0,2.377,0.328,0.0,0.328,2.377,0.328,2.401,0.0,2.401,0.3313,0.0,0.3313
2025-01-11 04:00:00,False,0.138,0.06,2.5,0.345,2.5,0.0,2.5,0.345,0.0,0.345,2.5,0.345,2.524,0.0,2.524,0.3483,0.0,0.3483
2025-01-11 05:00:00,False,0.138,0.06,1.533,0.2116,1.533,0.0,1.533,0.2116,0.0,0.2116,1.533,0.2116,1.561,0.0,1.561,0.2154,0.0,0.2154
2025-01-11 06:00:00,False,0.138,0.06,2.177,0.3004,2.177,0.0,2.177,0.3004,0.0,0.3004,2.177,0.3004,2.201,0.0,2.201,0.3037,0.0,0.3037
2025-01-11 07:00:00,False,0.138,0.06,3.676,0.5073,3.676,0.0,3.676,0.5073,0.0,0.5073,3.676,0.5073,3.688,0.0,3.688,0.5089,0.0,0.5089
2025-01-11 08:00:00,False,0.138,0.06,1.234,0.1703,1.233,0.0,1.233,0.1702,0.0,0.1702,1.234,0.1703,1.245,0.0,1.245,0.1718,0.0,0.1718
2025-01-11 09:00:00,False,0.138,0.06,0.739,0.102,0.738,0.0,0.738,0.1018,0.0,0.1018,0.739,0.102,0.76,0.0,0.76,0.1049,0.0,0.1049
2025-01-11 10:00:00,False,0.138,0.06,0.405,0.0559,0.404,0.0,0.404,0.0558,0.0,0.0558,0.405,0.0559,0.436,0.0,0.436,0.0602,0.0,0.0602
2025-01-11 11:00:00,False,0.138,0.06,0.456,0.0629,0.425,0.0,0.425,0.0586,0.0,0.0586,0.456,0.0629,0.451,0.0,0.451,0.0622,0.0,0.0622
2025-01-11 12:00:00,False,0.138,0.06,0.429,0.0592,0.351,0.0,0.351,0.0484,0.0,0.0484,0.429,0.0592,0.431,0.0,0.431,0.0595,0.0,0.0595
2025-01-11 13:00:00,False,0.138,0.06,0.357,0.0493,0.286,0.0,0.286,0.0395,0.0,0.0395,0.357,0.0493,0.434,0.0,0.434,0.0599,0.0,0.0599
2025-01-11 14:00:00,False,0.138,0.06,0.363,0.0501,0.337,0.0,0.337,0.0465,0.0,0.0465,0.363,0.0501,0.471,0.0,0.471,0.065,0.0,0.065
2025-01-11 15:00:00,False,0.138,0.06,0.0,0.0,0.0,0.001,-0.001,0.0,0.0001,-0.0001,0.0,0.0,3.718,0.0,3.718,0.5131,0.0,0.5131
2025-01-11 16:00:00,True,0.32,0.24,0.516,0.1651,0.516,0.0,0.516,0.1651,0.0,0.1651,0.0,0.0,0.017,0.017,0.0,0.0054,0.0041,0.0013
2025-01-11 17:00:00,True,0.32,0.24,1.666,0.5331,1.666,0.0,1.666,0.5331,0.0,0.5331,0.02,0.0064,0.025,0.005,0.02,0.008,0.0012,0.0068
2025-01-11 18:00:00,True,0.32,0.24,2.527,0.8086,2.527,0.0,2.527,0.8086,0.0,0.8086,1.024,0.3277,1.044,0.0,1.044,0.3341,0.0,0.3341
2025-01-11 19:00:00,True,0.32,0.24,1.747,0.559,1.747,0.0,1.747,0.559,0.0,0.559,1.747,0.559,1.751,0.0,1.751,0.5603,0.0,0.5603
2025-01-11 20:00:00,False,0.138,0.06,0.537,0.0741,0.537,0.0,0.537,0.0741,0.0,0.0741,0.537,0.0741,0.545,0.0,0.545,0.0752,0.0,0.0752
2025-01-11 21:00:00,False,0.138,0.06,1.112,0.1535,1.112,0.0,1.112,0.1535,0.0,0.1535,1.112,0.1535,1.284,0.0,1.284,0.1772,0.0,0.1772
2025-01-11 22:00:00,False,0.138,0.06,3.064,0.4228,3.064,0.0,3.064,0.4228,0.0,0.4228,3.064,0.4228,3.15,0.0,3.15,0.4347,0.0,0.4347
2025-01-11 23:00:00,False,0.138,0.06,2.188,0.3019,2.188,0.0,2.188,0.3019,0.0,0.3019,2.188,0.3019,2.26,0.0,2.26,0.3119,0.0,0.3119
2025-01-12 00:00:00,False,0.138,0.06,1.097,0.1514,1.097,0.0,1.097,0.1514,0.0,0.1514,10.801,1.4905,1.315,0.0,1.315,0.1815,0.0,0.1815
2025-01-12 01:00:00,False,0.138,0.06,1.698,0.2343,1.698,0.0,1.698,0.2343,0.0,0.2343,1.698,0.2343,1.908,0.0,1.908,0.2633,0.0,0.2633
2025-01-12 02:00:00,False,0.138,0.06,2.334,0.3221,2.334,0.0,2.334,0.3221,0.0,0.3221,2.334,0.3221,2.614,0.0,2.614,0.3607,0.0,0.3607
2025-01-12 03:00:00,False,0.138,0.06,2.337,0.3225,2.337,0.0,2.337,0.3225,0.0,0.3225,2.337,0.3225,2.553,0.0,2.553,0.3523,0.0,0.3523
2025-01-12 04:00:00,False,0.138,0.06,2.236,0.3086,2.236,0.0,2.236,0.3086,0.0,0.3086,2.236,0.3086,2.44,0.0,2.44,0.3367,0.0,0.3367
2025-01-12 05:00:00,False,0.138,0.06,2.218,0.3061,2.218,0.0,2.218,0.3061,0.0,0.3061,2.218,0.3061,2.314,0.0,2.314,0.3193,0.0,0.3193
2025-01-12 06:00:00,False,0.138,0.06,2.74,0.3781,2.74,0.0,2.74,0.3781,0.0,0.3781,2.74,0.3781,2.884,0.0,2.884,0.398,0.0,0.398
2025-01-12 07:00:00,False,0.138,0.06,2.265,0.3126,2.265,0.0,2.265,0.3126,0.0,0.3126,2.265,0.3126,2.535,0.0,2.535,0.3498,0.0,0.3498
2025-01-12 08:00:00,False,0.138,0.06,2.193,0.3026,2.19,0.0,2.19,0.3022,0.0,0.3022,2.193,0.3026,2.344,0.0,2.344,0.3235,0.0,0.3235
2025-01-12 09:00:00,False,0.138,0.06,2.17,0.2995,2.093,0.0,2.093,0.2888,0.0,0.2888,2.17,0.2995,2.353,0.0,2.353,0.3247,0.0,0.3247
2025-01-12 10:00:00,False,0.138,0.06,1.913,0.264,1.62,0.0,1.62,0.2236,0.0,0.2236,1.913,0.264,2.154,0.0,2.154,0.2973,0.0,0.2973
2025-01-12 11:00:00,False,0.138,0.06,1.837,0.2535,0.805,0.0,0.805,0.1111,0.0,0.1111,1.837,0.2535,2.801,0.0,2.801,0.3865,0.0,0.3865
2025-01-12 12:00:00,False,0.138,0.06,1.29,0.178,0.0,0.514,-0.514,0.0,0.0308,-0.0308,1.29,0.178,3.056,0.0,3.056,0.4217,0.0,0.4217
2025-01-12 13:00:00,False,0.138,0.06,0.46,0.0635,0.0,1.326,-1.326,0.0,0.0796,-0.0796,0.46,0.0635,2.264,0.0,2.264,0.3124,0.0,0.3124
2025-01-12 14:00:00,False,0.138,0.06,1.532,0.2114,0.995,0.0,0.995,0.1373,0.0,0.1373,1.532,0.2114,2.139,0.0,2.139,0.2952,0.0,0.2952
2025-01-12 15:00:00,False,0.138,0.06,0.0,0.0,0.0,0.203,-0.203,0.0,0.0122,-0.0122,0.0,0.0,5.026,0.0,5.026,0.6936,0.0,0.6936
2025-01-12 16:00:00,True,0.32,0.24,2.301,0.7363,2.28,0.0,2.28,0.7296,0.0,0.7296,0.029,0.0093,0.017,0.007,0.01,0.0054,0.0017,0.0037
2025-01-12 17:00:00,True,0.32,0.24,2.699,0.8637,2.699,0.0,2.699,0.8637,0.0,0.8637,0.02,0.0064,0.023,0.003,0.02,0.0074,0.0007,0.0067
2025-01-12 18:00:00,True,0.32,0.24,2.206,0.7059,2.206,0.0,2.206,0.7059,0.0,0.7059,0.664,0.2125,0.682,0.0,0.682,0.2182,0.0,0.2182
2025-01-12 19:00:00,True,0.32,0.24,2.632,0.8422,2.632,0.0,2.632,0.8422,0.0,0.8422,2.632,0.8422,2.638,0.0,2.638,0.8442,0.0,0.8442
2025-01-12 20:00:00,False,0.138,0.06,2.629,0.3628,2.629,0.0,2.629,0.3628,0.0,0.3628,2.629,0.3628,2.631,0.0,2.631,0.3631,0.0,0.3631
2025-01-12 21:00:00,False,0.138,0.06,2.623,0.362,2.623,0.0,2.623,0.362,0.0,0.362,2.623,0.362,2.733,0.0,2.733,0.3772,0.0,0.3772
2025-01-12 22:00:00,False,0.138,0.06,2.618,0.3613,2.618,0.0,2.618,0.3613,0.0,0.3613,2.618,0.3613,2.712,0.0,2.712,0.3743,0.0,0.3743
2025-01-12 23:00:00,False,0.138,0.06,2.152,0.297,2.152,0.0,2.152,0.297,0.0,0.297,2.152,0.297,2.376,0.0,2.376,0.3279,0.0,0.3279
2025-01-13 00:00:00,False,0.138,0.06,2.319,0.32,2.319,0.0,2.319,0.32,0.0,0.32,13.011,1.7955,2.419,0.0,2.419,0.3338,0.0,0.3338
2025-01-13 01:00:00,False,0.138,0.06,2.541,0.3507,2.541,0.0,2.541,0.3507,0.0,0.3507,2.541,0.3507,2.709,0.0,2.709,0.3738,0.0,0.3738
2025-01-13 02:00:00,False,0.138,0.06,2.023,0.2792,2.023,0.0,2.023,0.2792,0.0,0.2792,2.023,0.2792,2.225,0.0,2.225,0.3071,0.0,0.3071
2025-01-13 03:00:00,False,0.138,0.06,2.335,0.3222,2.335,0.0,2.335,0.3222,0.0,0.3222,2.335,0.3222,2.601,0.0,2.601,0.3589,0.0,0.3589
2025-01-13 04:00:00,False,0.138,0.06,2.198,0.3033,2.198,0.0,2.198,0.3033,0.0,0.3033,2.198,0.3033,2.474,0.0,2.474,0.3414,0.0,0.3414
2025-01-13 05:00:00,False,0.138,0.06,2.261,0.312,2.261,0.0,2.261,0.312,0.0,0.312,2.261,0.312,2.469,0.0,2.469,0.3407,0.0,0.3407
2025-01-13 06:00:00,False,0.138,0.06,2.549,0.3518,2.549,0.0,2.549,0.3518,0.0,0.3518,2.549,0.3518,2.757,0.0,2.757,0.3805,0.0,0.3805
2025-01-13 07:00:00,False,0.138,0.06,2.387,0.3294,2.345,0.0,2.345,0.3236,0.0,0.3236,2.387,0.3294,2.577,0.0,2.577,0.3556,0.0,0.3556
2025-01-13 08:00:00,False,0.138,0.06,2.09,0.2884,1.826,0.0,1.826,0.252,0.0,0.252,2.09,0.2884,2.304,0.0,2.304,0.318,0.0,0.318
2025-01-13 09:00:00,False,0.138,0.06,1.837,0.2535,1.137,0.0,1.137,0.1569,0.0,0.1569,1.837,0.2535,2.491,0.0,2.491,0.3438,0.0,0.3438
