timestamp,is_peak,import_rate,export_rate,baseline_import_kwh,baseline_cost,solar_only_import_kwh,solar_only_export_kwh,solar_only_net_kwh,solar_only_import_cost,solar_only_export_cost,solar_only_net_cost,battery_only_import_kwh,battery_only_import_cost,solar_battery_import_kwh,solar_battery_export_kwh,solar_battery_net_kwh,solar_battery_import_cost,solar_battery_export_cost,solar_battery_net_cost
2025-01-15 13:00:00,False,0.138,0.06,0.59,0.0814,0.0,1.955,-1.955,0.0,0.1173,-0.1173,0.59,0.0814,2.795,0.0,2.795,0.3857,0.0,0.3857
2025-01-15 14:00:00,False,0.138,0.06,0.415,0.0573,0.0,0.544,-0.544,0.0,0.0326,-0.0326,0.415,0.0573,2.014,0.0,2.014,0.2779,0.0,0.2779
2025-01-15 15:00:00,False,0.138,0.06,2.519,0.3476,2.018,0.0,2.018,0.2785,0.0,0.2785,2.519,0.3476,2.586,0.0,2.586,0.3569,0.0,0.3569
2025-01-15 16:00:00,True,0.32,0.24,2.923,0.9354,2.87,0.0,2.87,0.9184,0.0,0.9184,0.032,0.0102,0.009,0.028,-0.019,0.0029,0.0067,-0.0038
2025-01-15 17:00:00,True,0.32,0.24,2.392,0.7654,2.392,0.0,2.392,0.7654,0.0,0.7654,0.014,0.0045,0.014,0.0,0.014,0.0045,0.0,0.0045
2025-01-15 18:00:00,True,0.32,0.24,3.139,1.0045,3.139,0.0,3.139,1.0045,0.0,1.0045,0.03,0.0096,0.03,0.0,0.03,0.0096,0.0,0.0096
2025-01-15 19:00:00,True,0.32,0.24,3.03,0.9696,3.03,0.0,3.03,0.9696,0.0,0.9696,1.463,0.4682,1.483,0.0,1.483,0.4746,0.0,0.4746
2025-01-15 20:00:00,False,0.138,0.06,2.711,0.3741,2.711,0.0,2.711,0.3741,0.0,0.3741,2.711,0.3741,2.717,0.0,2.717,0.3749,0.0,0.3749
2025-01-15 21:00:00,False,0.138,0.06,3.467,0.4784,3.467,0.0,3.467,0.4784,0.0,0.4784,3.467,0.4784,3.469,0.0,3.469,0.4787,0.0,0.4787
2025-01-15 22:00:00,False,0.138,0.06,1.695,0.2339,1.695,0.0,1.695,0.2339,0.0,0.2339,1.695,0.2339,1.911,0.0,1.911,0.2637,0.0,0.2637
2025-01-15 23:00:00,False,0.138,0.06,2.0,0.276,2.0,0.0,2.0,0.276,0.0,0.276,2.0,0.276,2.242,0.0,2.242,0.3094,0.0,0.3094
2025-01-16 00:00:00,False,0.138,0.06,3.216,0.4438,3.216,0.0,3.216,0.4438,0.0,0.4438,17.524,2.4183,3.47,0.0,3.47,0.4789,0.0,0.4789
2025-01-16 01:00:00,False,0.138,0.06,2.954,0.4077,2.954,0.0,2.954,0.4077,0.0,0.4077,2.954,0.4077,3.144,0.0,3.144,0.4339,0.0,0.4339
2025-01-16 02:00:00,False,0.138,0.06,2.825,0.3899,2.825,0.0,2.825,0.3899,0.0,0.3899,2.825,0.3899,2.963,0.0,2.963,0.4089,0.0,0.4089
2025-01-16 03:00:00,False,0.138,0.06,2.829,0.3904,2.829,0.0,2.829,0.3904,0.0,0.3904,2.829,0.3904,2.983,0.0,2.983,0.4117,0.0,0.4117
2025-01-16 04:00:00,False,0.138,0.06,2.8,0.3864,2.8,0.0,2.8,0.3864,0.0,0.3864,2.8,0.3864,2.968,0.0,2.968,0.4096,0.0,0.4096
2025-01-16 05:00:00,False,0.138,0.06,3.04,0.4195,3.04,0.0,3.04,0.4195,0.0,0.4195,3.04,0.4195,3.172,0.0,3.172,0.4377,0.0,0.4377
2025-01-16 06:00:00,False,0.138,0.06,3.84,0.5299,3.84,0.0,3.84,0.5299,0.0,0.5299,3.84,0.5299,4.044,0.0,4.044,0.5581,0.0,0.5581
2025-01-16 07:00:00,False,0.138,0.06,4.134,0.5705,3.969,0.0,3.969,0.5477,0.0,0.5477,4.134,0.5705,4.375,0.0,4.375,0.6038,0.0,0.6038
2025-01-16 08:00:00,False,0.138,0.06,3.325,0.4588,2.63,0.0,2.63,0.3629,0.0,0.3629,3.325,0.4588,3.992,0.0,3.992,0.5509,0.0,0.5509
2025-01-16 09:00:00,False,0.138,0.06,1.487,0.2052,0.0,0.032,-0.032,0.0,0.0019,-0.0019,1.487,0.2052,2.974,0.0,2.974,0.4104,0.0,0.4104
2025-01-16 10:00:00,False,0.138,0.06,0.701,0.0967,0.0,1.447,-1.447,0.0,0.0868,-0.0868,0.701,0.0967,2.855,0.0,2.855,0.394,0.0,0.394
2025-01-16 11:00:00,False,0.138,0.06,1.274,0.1758,0.0,0.774,-0.774,0.0,0.0464,-0.0464,1.274,0.1758,3.116,0.0,3.116,0.43,0.0,0.43
2025-01-16 12:00:00,False,0.138,0.06,0.371,0.0512,0.0,2.942,-2.942,0.0,0.1765,-0.1765,0.371,0.0512,1.616,0.0,1.616,0.223,0.0,0.223
2025-01-16 13:00:00,False,0.138,0.06,1.335,0.1842,0.0,0.399,-0.399,0.0,0.0239,-0.0239,1.335,0.1842,3.123,0.0,3.123,0.431,0.0,0.431
2025-01-16 14:00:00,False,0.138,0.06,2.082,0.2873,0.791,0.0,0.791,0.1092,0.0,0.1092,2.082,0.2873,4.143,0.0,4.143,0.5717,0.0,0.5717
2025-01-16 15:00:00,False,0.138,0.06,1.769,0.2441,1.139,0.0,1.139,0.1572,0.0,0.1572,1.769,0.2441,2.649,0.0,2.649,0.3656,0.0,0.3656
2025-01-16 16:00:00,True,0.32,0.24,2.689,0.8605,2.591,0.0,2.591,0.8291,0.0,0.8291,0.037,0.0118,0.01,0.071,-0.061,0.0032,0.017,-0.0138
2025-01-16 17:00:00,True,0.32,0.24,3.056,0.9779,3.056,0.0,3.056,0.9779,0.0,0.9779,0.023,0.0074,0.024,0.001,0.023,0.0077,0.0002,0.0075
2025-01-16 18:00:00,True,0.32,0.24,2.628,0.841,2.628,0.0,2.628,0.841,0.0,0.841,0.025,0.008,0.025,0.0,0.025,0.008,0.0,0.008
2025-01-16 19:00:00,True,0.32,0.24,2.833,0.9066,2.833,0.0,2.833,0.9066,0.0,0.9066,1.192,0.3814,1.534,0.0,1.534,0.4909,0.0,0.4909
2025-01-16 20:00:00,False,0.138,0.06,2.426,0.3348,2.426,0.0,2.426,0.3348,0.0,0.3348,2.426,0.3348,2.716,0.0,2.716,0.3748,0.0,0.3748
2025-01-16 21:00:00,False,0.138,0.06,2.393,0.3302,2.393,0.0,2.393,0.3302,0.0,0.3302,2.393,0.3302,2.663,0.0,2.663,0.3675,0.0,0.3675
2025-01-16 22:00:00,False,0.138,0.06,1.592,0.2197,1.592,0.0,1.592,0.2197,0.0,0.2197,1.592,0.2197,1.862,0.0,1.862,0.257,0.0,0.257
2025-01-16 23:00:00,False,0.138,0.06,1.984,0.2738,1.984,0.0,1.984,0.2738,0.0,0.2738,1.984,0.2738,2.28,0.0,2.28,0.3146,0.0,0.3146
2025-01-17 00:00:00,False,0.138,0.06,2.509,0.3462,2.509,0.0,2.509,0.3462,0.0,0.3462,15.974,2.2044,2.685,0.0,2.685,0.3705,0.0,0.3705
2025-01-17 01:00:00,False,0.138,0.06,2.637,0.3639,2.637,0.0,2.637,0.3639,0.0,0.3639,2.637,0.3639,2.729,0.0,2.729,0.3766,0.0,0.3766
2025-01-17 02:00:00,False,0.138,0.06,2.556,0.3527,2.556,0.0,2.556,0.3527,0.0,0.3527,2.556,0.3527,2.896,0.0,2.896,0.3996,0.0,0.3996
2025-01-17 03:00:00,False,0.138,0.06,2.608,0.3599,2.608,0.0,2.608,0.3599,0.0,0.3599,2.608,0.3599,2.876,0.0,2.876,0.3969,0.0,0.3969
2025-01-17 04:00:00,False,0.138,0.06,2.835,0.3912,2.835,0.0,2.835,0.3912,0.0,0.3912,2.835,0.3912,3.103,0.0,3.103,0.4282,0.0,0.4282
2025-01-17 05:00:00,False,0.138,0.06,2.651,0.3658,2.651,0.0,2.651,0.3658,0.0,0.3658,2.651,0.3658,2.821,0.0,2.821,0.3893,0.0,0.3893
2025-01-17 06:00:00,False,0.138,0.06,3.17,0.4375,3.17,0.0,3.17,0.4375,0.0,0.4375,3.17,0.4375,3.34,0.0,3.34,0.4609,0.0,0.4609
2025-01-17 07:00:00,False,0.138,0.06,3.478,0.48,3.383,0.0,3.383,0.4669,0.0,0.4669,3.478,0.48,3.569,0.0,3.569,0.4925,0.0,0.4925
2025-01-17 08:00:00,False,0.138,0.06,3.388,0.4675,2.973,0.0,2.973,0.4103,0.0,0.4103,3.388,0.4675,3.773,0.0,3.773,0.5207,0.0,0.5207
2025-01-17 09:00:00,False,0.138,0.06,3.696,0.51,2.398,0.0,2.398,0.3309,0.0,0.3309,3.696,0.51,4.942,0.0,4.942,0.682,0.0,0.682
2025-01-17 10:00:00,False,0.138,0.06,2.139,0.2952,0.0,0.532,-0.532,0.0,0.0319,-0.0319,2.139,0.2952,3.854,0.0,3.854,0.5319,0.0,0.5319
2025-01-17 11:00:00,False,0.138,0.06,0.32,0.0442,0.0,3.185,-3.185,0.0,0.1911,-0.1911,0.32,0.0442,1.509,0.0,1.509,0.2082,0.0,0.2082
2025-01-17 12:00:00,False,0.138,0.06,0.0,0.0,0.0,3.53,-3.53,0.0,0.2118,-0.2118,0.0,0.0,1.694,0.0,1.694,0.2338,0.0,0.2338
2025-01-17 13:00:00,False,0.138,0.06,0.0,0.0,0.0,2.571,-2.571,0.0,0.1543,-0.1543,0.0,0.0,2.223,0.0,2.223,0.3068,0.0,0.3068
2025-01-17 14:00:00,False,0.138,0.06,1.902,0.2625,1.116,0.0,1.116,0.154,0.0,0.154,1.902,0.2625,2.524,0.0,2.524,0.3483,0.0,0.3483
2025-01-17 15:00:00,False,0.138,0.06,2.542,0.3508,2.194,0.0,2.194,0.3028,0.0,0.3028,2.542,0.3508,2.454,0.0,2.454,0.3387,0.0,0.3387
2025-01-17 16:00:00,True,0.32,0.24,2.249,0.7197,2.191,0.0,2.191,0.7011,0.0,0.7011,0.039,0.0125,0.01,0.029,-0.019,0.0032,0.007,-0.0038
2025-01-17 17:00:00,True,0.32,0.24,3.051,0.9763,3.051,0.0,3.051,0.9763,0.0,0.9763,0.035,0.0112,0.035,0.0,0.035,0.0112,0.0,0.0112
2025-01-17 18:00:00,True,0.32,0.24,2.933,0.9386,2.933,0.0,2.933,0.9386,0.0,0.9386,0.018,0.0058,0.018,0.0,0.018,0.0058,0.0,0.0058
2025-01-17 19:00:00,True,0.32,0.24,2.655,0.8496,2.655,0.0,2.655,0.8496,0.0,0.8496,1.048,0.3354,1.066,0.0,1.066,0.3411,0.0,0.3411
2025-01-17 20:00:00,False,0.138,0.06,2.972,0.4101,2.972,0.0,2.972,0.4101,0.0,0.4101,2.972,0.4101,2.99,0.0,2.99,0.4126,0.0,0.4126
2025-01-17 21:00:00,False,0.138,0.06,2.542,0.3508,2.542,0.0,2.542,0.3508,0.0,0.3508,2.542,0.3508,2.552,0.0,2.552,0.3522,0.0,0.3522
2025-01-17 22:00:00,False,0.138,0.06,2.42,0.334,2.42,0.0,2.42,0.334,0.0,0.334,2.42,0.334,2.65,0.0,2.65,0.3657,0.0,0.3657
2025-01-17 23:00:00,False,0.138,0.06,1.251,0.1726,1.251,0.0,1.251,0.1726,0.0,0.1726,1.251,0.1726,1.345,0.0,1.345,0.1856,0.0,0.1856
2025-01-18 00:00:00,False,0.138,0.06,2.599,0.3587,2.599,0.0,2.599,0.3587,0.0,0.3587,16.838,2.3236,2.827,0.0,2.827,0.3901,0.0,0.3901
2025-01-18 01:00:00,False,0.138,0.06,2.384,0.329,2.384,0.0,2.384,0.329,0.0,0.329,2.384,0.329,2.606,0.0,2.606,0.3596,0.0,0.3596
2025-01-18 02:00:00,False,0.138,0.06,2.547,0.3515,2.547,0.0,2.547,0.3515,0.0,0.3515,2.547,0.3515,2.817,0.0,2.817,0.3887,0.0,0.3887
2025-01-18 03:00:00,False,0.138,0.06,2.501,0.3451,2.501,0.0,2.501,0.3451,0.0,0.3451,2.501,0.3451,2.783,0.0,2.783,0.3841,0.0,0.3841
2025-01-18 04:00:00,False,0.138,0.06,2.478,0.342,2.478,0.0,2.478,0.342,0.0,0.342,2.478,0.342,2.678,0.0,2.678,0.3696,0.0,0.3696
2025-01-18 05:00:00,False,0.138,0.06,2.56,0.3533,2.56,0.0,2.56,0.3533,0.0,0.3533,2.56,0.3533,2.836,0.0,2.836,0.3914,0.0,0.3914
2025-01-18 06:00:00,False,0.138,0.06,2.489,0.3435,2.489,0.0,2.489,0.3435,0.0,0.3435,2.489,0.3435,2.691,0.0,2.691,0.3714,0.0,0.3714
2025-01-18 07:00:00,False,0.138,0.06,2.443,0.3371,2.278,0.0,2.278,0.3144,0.0,0.3144,2.443,0.3371,2.658,0.0,2.658,0.3668,0.0,0.3668
2025-01-18 08:00:00,False,0.138,0.06,3.54,0.4885,2.804,0.0,2.804,0.387,0.0,0.387,3.54,0.4885,4.276,0.0,4.276,0.5901,0.0,0.5901
2025-01-18 09:00:00,False,0.138,0.06,3.526,0.4866,2.247,0.0,2.247,0.3101,0.0,0.3101,3.526,0.4866,4.789,0.0,4.789,0.6609,0.0,0.6609
2025-01-18 10:00:00,False,0.138,0.06,2.32,0.3202,0.998,0.0,0.998,0.1377,0.0,0.1377,2.32,0.3202,3.636,0.0,3.636,0.5018,0.0,0.5018
2025-01-18 11:00:00,False,0.138,0.06,1.86,0.2567,0.37,0.0,0.37,0.0511,0.0,0.0511,1.86,0.2567,3.36,0.0,3.36,0.4637,0.0,0.4637
2025-01-18 12:00:00,False,0.138,0.06,2.437,0.3363,1.364,0.0,1.364,0.1882,0.0,0.1882,2.437,0.3363,3.528,0.0,3.528,0.4869,0.0,0.4869
2025-01-18 13:00:00,False,0.138,0.06,1.727,0.2383,1.029,0.0,1.029,0.142,0.0,0.142,1.727,0.2383,2.441,0.0,2.441,0.3369,0.0,0.3369
2025-01-18 14:00:00,False,0.138,0.06,0.0,0.0,0.0,0.495,-0.495,0.0,0.0297,-0.0297,0.0,0.0,3.476,0.0,3.476,0.4797,0.0,0.4797
2025-01-18 15:00:00,False,0.138,0.06,0.0,0.0,0.0,0.112,-0.112,0.0,0.0067,-0.0067,0.0,0.0,5.294,0.0,5.294,0.7306,0.0,0.7306
2025-01-18 16:00:00,True,0.32,0.24,1.277,0.4086,1.276,0.0,1.276,0.4083,0.0,0.4083,1.277,0.4086,2.544,0.0,2.544,0.8141,0.0,0.8141
2025-01-18 17:00:00,True,0.32,0.24,2.489,0.7965,2.489,0.0,2.489,0.7965,0.0,0.7965,2.489,0.7965,2.585,0.0,2.585,0.8272,0.0,0.8272
2025-01-18 18:00:00,True,0.32,0.24,2.243,0.7178,2.243,0.0,2.243,0.7178,0.0,0.7178,2.243,0.7178,2.533,0.0,2.533,0.8106,0.0,0.8106
2025-01-18 19:00:00,True,0.32,0.24,2.582,0.8262,2.582,0.0,2.582,0.8262,0.0,0.8262,2.582,0.8262,2.784,0.0,2.784,0.8909,0.0,0.8909
2025-01-18 20:00:00,False,0.138,0.06,1.015,0.1401,1.015,0.0,1.015,0.1401,0.0,0.1401,1.015,0.1401,1.171,0.0,1.171,0.1616,0.0,0.1616
2025-01-18 21:00:00,False,0.138,0.06,2.374,0.3276,2.374,0.0,2.374,0.3276,0.0,0.3276,2.374,0.3276,2.596,0.0,2.596,0.3582,0.0,0.3582
2025-01-18 22:00:00,False,0.138,0.06,1.446,0.1995,1.446,0.0,1.446,0.1995,0.0,0.1995,1.446,0.1995,1.604,0.0,1.604,0.2214,0.0,0.2214
2025-01-18 23:00:00,False,0.138,0.06,0.916,0.1264,0.916,0.0,0.916,0.1264,0.0,0.1264,0.916,0.1264,1.016,0.0,1.016,0.1402,0.0,0.1402
2025-01-19 00:00:00,False,0.138,0.06,1.24,0.1711,1.24,0.0,1.24,0.1711,0.0,0.1711,2.833,0.391,1.452,0.0,1.452,0.2004,0.0,0.2004
2025-01-19 01:00:00,False,0.138,0.06,1.87,0.2581,1.87,0.0,1.87,0.2581,0.0,0.2581,1.87,0.2581,1.964,0.0,1.964,0.271,0.0,0.271
2025-01-19 02:00:00,False,0.138,0.06,2.2,0.3036,2.2,0.0,2.2,0.3036,0.0,0.3036,2.2,0.3036,2.256,0.0,2.256,0.3113,0.0,0.3113
2025-01-19 03:00:00,False,0.138,0.06,2.263,0.3123,2.263,0.0,2.263,0.3123,0.0,0.3123,2.263,0.3123,2.467,0.0,2.467,0.3404,0.0,0.3404
2025-01-19 04:00:00,False,0.138,0.06,2.23,0.3077,2.23,0.0,2.23,0.3077,0.0,0.3077,2.23,0.3077,2.33,0.0,2.33,0.3215,0.0,0.3215
2025-01-19 05:00:00,False,0.138,0.06,2.148,0.2964,2.148,0.0,2.148,0.2964,0.0,0.2964,2.148,0.2964,2.336,0.0,2.336,0.3224,0.0,0.3224
2025-01-19 06:00:00,False,0.138,0.06,1.922,0.2652,1.922,0.0,1.922,0.2652,0.0,0.2652,1.922,0.2652,2.106,0.0,2.106,0.2906,0.0,0.2906
2025-01-19 07:00:00,False,0.138,0.06,2.681,0.37,2.516,0.0,2.516,0.3472,0.0,0.3472,2.681,0.37,2.67,0.0,2.67,0.3685,0.0,0.3685
2025-01-19 08:00:00,False,0.138,0.06,4.779,0.6595,4.247,0.0,4.247,0.5861,0.0,0.5861,4.779,0.6595,4.349,0.0,4.349,0.6002,0.0,0.6002
2025-01-19 09:00:00,False,0.138,0.06,4.375,0.6038,2.92,0.0,2.92,0.403,0.0,0.403,4.375,0.6038,3.12,0.0,3.12,0.4306,0.0,0.4306
2025-01-19 10:00:00,False,0.138,0.06,1.855,0.256,0.0,0.894,-0.894,0.0,0.0536,-0.0536,1.855,0.256,0.008,0.8,-0.792,0.0011,0.048,-0.0469
2025-01-19 11:00:00,False,0.138,0.06,2.01,0.2774,0.0,1.612,-1.612,0.0,0.0967,-0.0967,2.01,0.2774,0.0,1.492,-1.492,0.0,0.0895,-0.0895
2025-01-19 12:00:00,False,0.138,0.06,2.191,0.3024,0.0,0.908,-0.908,0.0,0.0545,-0.0545,2.191,0.3024,0.003,0.771,-0.768,0.0004,0.0463,-0.0459
2025-01-19 13:00:00,False,0.138,0.06,4.576,0.6315,3.324,0.0,3.324,0.4587,0.0,0.4587,4.576,0.6315,3.46,0.0,3.46,0.4775,0.0,0.4775
2025-01-19 14:00:00,False,0.138,0.06,1.479,0.2041,0.866,0.0,0.866,0.1195,0.0,0.1195,1.479,0.2041,1.026,0.0,1.026,0.1416,0.0,0.1416
2025-01-19 15:00:00,False,0.138,0.06,1.791,0.2472,1.709,0.0,1.709,0.2358,0.0,0.2358,1.791,0.2472,1.825,0.0,1.825,0.2518,0.0,0.2518
2025-01-19 16:00:00,True,0.32,0.24,1.718,0.5498,1.711,0.0,1.711,0.5475,0.0,0.5475,1.718,0.5498,1.833,0.0,1.833,0.5866,0.0,0.5866
2025-01-19 17:00:00,True,0.32,0.24,2.571,0.8227,2.571,0.0,2.571,0.8227,0.0,0.8227,2.571,0.8227,2.767,0.0,2.767,0.8854,0.0,0.8854
2025-01-19 18:00:00,True,0.32,0.24,2.769,0.8861,2.769,0.0,2.769,0.8861,0.0,0.8861,2.768,0.8858,2.838,0.0,2.838,0.9082,0.0,0.9082
2025-01-19 19:00:00,True,0.32,0.24,2.559,0.8189,2.559,0.0,2.559,0.8189,0.0,0.8189,2.559,0.8189,2.679,0.0,2.679,0.8573,0.0,0.8573
2025-01-19 20:00:00,False,0.138,0.06,1.388,0.1915,1.388,0.0,1.388,0.1915,0.0,0.1915,1.388,0.1915,1.552,0.0,1.552,0.2142,0.0,0.2142
2025-01-19 21:00:00,False,0.138,0.06,3.502,0.4833,3.502,0.0,3.502,0.4833,0.0,0.4833,3.502,0.4833,3.616,0.0,3.616,0.499,0.0,0.499
2025-01-19 22:00:00,False,0.138,0.06,1.27,0.1753,1.27,0.0,1.27,0.1753,0.0,0.1753,1.27,0.1753,1.35,0.0,1.35,0.1863,0.0,0.1863
2025-01-19 23:00:00,False,0.138,0.06,1.61,0.2222,1.61,0.0,1.61,0.2222,0.0,0.2222,1.61,0.2222,1.662,0.0,1.662,0.2294,0.0,0.2294
2025-01-20 00:00:00,False,0.138,0.06,1.922,0.2652,1.922,0.0,1.922,0.2652,0.0,0.2652,3.079,0.4249,2.03,0.0,2.03,0.2801,0.0,0.2801
2025-01-20 01:00:00,False,0.138,0.06,1.705,0.2353,1.705,0.0,1.705,0.2353,0.0,0.2353,1.705,0.2353,1.841,0.0,1.841,0.2541,0.0,0.2541
2025-01-20 02:00:00,False,0.138,0.06,2.612,0.3605,2.612,0.0,2.612,0.3605,0.0,0.3605,2.612,0.3605,2.726,0.0,2.726,0.3762,0.0,0.3762
2025-01-20 03:00:00,False,0.138,0.06,2.619,0.3614,2.619,0.0,2.619,0.3614,0.0,0.3614,2.619,0.3614,2.761,0.0,2.761,0.381,0.0,0.381
2025-01-20 04:00:00,False,0.138,0.06,3.003,0.4144,3.003,0.0,3.003,0.4144,0.0,0.4144,3.003,0.4144,3.119,0.0,3.119,0.4304,0.0,0.4304
2025-01-20 05:00:00,False,0.138,0.06,2.794,0.3856,2.794,0.0,2.794,0.3856,0.0,0.3856,2.794,0.3856,2.922,0.0,2.922,0.4032,0.0,0.4032
2025-01-20 06:00:00,False,0.138,0.06,2.929,0.4042,2.929,0.0,2.929,0.4042,0.0,0.4042,2.929,0.4042,3.041,0.0,3.041,0.4197,0.0,0.4197
2025-01-20 07:00:00,False,0.138,0.06,3.262,0.4502,3.262,0.0,3.262,0.4502,0.0,0.4502,3.262,0.4502,3.386,0.0,3.386,0.4673,0.0,0.4673
2025-01-20 08:00:00,False,0.138,0.06,3.744,0.5167,3.744,0.0,3.744,0.5167,0.0,0.5167,3.744,0.5167,3.82,0.0,3.82,0.5272,0.0,0.5272
2025-01-20 09:00:00,False,0.138,0.06,3.234,0.4463,3.234,0.0,3.234,0.4463,0.0,0.4463,3.234,0.4463,3.254,0.0,3.254,0.4491,0.0,0.4491
2025-01-20 10:00:00,False,0.138,0.06,3.009,0.4152,2.978,0.0,2.978,0.411,0.0,0.411,3.009,0.4152,3.002,0.0,3.002,0.4143,0.0,0.4143
2025-01-20 11:00:00,False,0.138,0.06,2.668,0.3682,2.574,0.0,2.574,0.3552,0.0,0.3552,2.668,0.3682,2.698,0.0,2.698,0.3723,0.0,0.3723
2025-01-20 12:00:00,False,0.138,0.06,3.05,0.4209,2.915,0.0,2.915,0.4023,0.0,0.4023,3.05,0.4209,3.125,0.0,3.125,0.4312,0.0,0.4312
2025-01-20 13:00:00,False,0.138,0.06,2.217,0.3059,2.088,0.0,2.088,0.2881,0.0,0.2881,2.217,0.3059,2.326,0.0,2.326,0.321,0.0,0.321
2025-01-20 14:00:00,False,0.138,0.06,2.921,0.4031,2.895,0.0,2.895,0.3995,0.0,0.3995,2.921,0.4031,2.943,0.0,2.943,0.4061,0.0,0.4061
2025-01-20 15:00:00,False,0.138,0.06,2.858,0.3944,2.856,0.0,2.856,0.3941,0.0,0.3941,2.858,0.3944,3.032,0.0,3.032,0.4184,0.0,0.4184
2025-01-20 16:00:00,True,0.32,0.24,2.588,0.8282,2.588,0.0,2.588,0.8282,0.0,0.8282,0.071,0.0227,0.071,0.0,0.071,0.0227,0.0,0.0227
2025-01-20 17:00:00,True,0.32,0.24,3.193,1.0218,3.193,0.0,3.193,1.0218,0.0,1.0218,0.013,0.0042,0.017,0.004,0.013,0.0054,0.001,0.0044
2025-01-20 18:00:00,True,0.32,0.24,3.06,0.9792,3.06,0.0,3.06,0.9792,0.0,0.9792,0.022,0.007,0.024,0.002,0.022,0.0077,0.0005,0.0072
2025-01-20 19:00:00,True,0.32,0.24,3.463,1.1082,3.463,0.0,3.463,1.1082,0.0,1.1082,2.191,0.7011,2.201,0.0,2.201,0.7043,0.0,0.7043
2025-01-20 20:00:00,False,0.138,0.06,4.479,0.6181,4.478,0.0,4.478,0.618,0.0,0.618,4.478,0.618,4.479,0.0,4.479,0.6181,0.0,0.6181
2025-01-20 21:00:00,False,0.138,0.06,6.46,0.8915,6.46,0.0,6.46,0.8915,0.0,0.8915,6.46,0.8915,6.464,0.0,6.464,0.892,0.0,0.892
2025-01-20 22:00:00,False,0.138,0.06,2.734,0.3773,2.734,0.0,2.734,0.3773,0.0,0.3773,2.733,0.3772,2.957,0.0,2.957,0.4081,0.0,0.4081
2025-01-20 23:00:00,False,0.138,0.06,1.734,0.2393,1.734,0.0,1.734,0.2393,0.0,0.2393,1.734,0.2393,1.912,0.0,1.912,0.2639,0.0,0.2639
2025-01-21 00:00:00,False,0.138,0.06,3.626,0.5004,3.626,0.0,3.626,0.5004,0.0,0.5004,8.899,1.2281,3.788,0.0,3.788,0.5227,0.0,0.5227
2025-01-21 01:00:00,False,0.138,0.06,3.863,0.5331,3.863,0.0,3.863,0.5331,0.0,0.5331,3.863,0.5331,4.001,0.0,4.001,0.5521,0.0,0.5521
2025-01-21 02:00:00,False,0.138,0.06,3.504,0.4836,3.504,0.0,3.504,0.4836,0.0,0.4836,3.504,0.4836,3.654,0.0,3.654,0.5043,0.0,0.5043
2025-01-21 03:00:00,False,0.138,0.06,3.635,0.5016,3.635,0.0,3.635,0.5016,0.0,0.5016,3.635,0.5016,3.799,0.0,3.799,0.5243,0.0,0.5243
2025-01-21 04:00:00,False,0.138,0.06,4.228,0.5835,4.228,0.0,4.228,0.5835,0.0,0.5835,4.228,0.5835,4.38,0.0,4.38,0.6044,0.0,0.6044
2025-01-21 05:00:00,False,0.138,0.06,3.796,0.5238,3.796,0.0,3.796,0.5238,0.0,0.5238,3.796,0.5238,3.916,0.0,3.916,0.5404,0.0,0.5404
2025-01-21 06:00:00,False,0.138,0.06,4.106,0.5666,4.106,0.0,4.106,0.5666,0.0,0.5666,4.106,0.5666,4.402,0.0,4.402,0.6075,0.0,0.6075
2025-01-21 07:00:00,False,0.138,0.06,4.666,0.6439,4.666,0.0,4.666,0.6439,0.0,0.6439,4.666,0.6439,4.844,0.0,4.844,0.6685,0.0,0.6685
2025-01-21 08:00:00,False,0.138,0.06,4.304,0.594,4.304,0.0,4.304,0.594,0.0,0.594,4.304,0.594,4.386,0.0,4.386,0.6053,0.0,0.6053
2025-01-21 09:00:00,False,0.138,0.06,3.674,0.507,3.664,0.0,3.664,0.5056,0.0,0.5056,3.674,0.507,3.852,0.0,3.852,0.5316,0.0,0.5316
2025-01-21 10:00:00,False,0.138,0.06,3.921,0.5411,3.865,0.0,3.865,0.5334,0.0,0.5334,3.921,0.5411,4.021,0.0,4.021,0.5549,0.0,0.5549
2025-01-21 11:00:00,False,0.138,0.06,3.555,0.4906,3.467,0.0,3.467,0.4784,0.0,0.4784,3.555,0.4906,3.679,0.0,3.679,0.5077,0.0,0.5077
2025-01-21 12:00:00,False,0.138,0.06,3.706,0.5114,3.632,0.0,3.632,0.5012,0.0,0.5012,3.706,0.5114,3.804,0.0,3.804,0.525,0.0,0.525
2025-01-21 13:00:00,False,0.138,0.06,5.513,0.7608,5.449,0.0,5.449,0.752,0.0,0.752,5.513,0.7608,5.619,0.0,5.619,0.7754,0.0,0.7754
2025-01-21 14:00:00,False,0.138,0.06,2.363,0.3261,2.326,0.0,2.326,0.321,0.0,0.321,2.363,0.3261,4.408,0.0,4.408,0.6083,0.0,0.6083
2025-01-21 15:00:00,False,0.138,0.06,1.651,0.2278,1.643,0.0,1.643,0.2267,0.0,0.2267,1.651,0.2278,5.711,0.0,5.711,0.7881,0.0,0.7881
2025-01-21 16:00:00,True,0.32,0.24,3.284,1.0509,3.284,0.0,3.284,1.0509,0.0,1.0509,0.996,0.3187,1.19,0.0,1.19,0.3808,0.0,0.3808
